nform,nper,ola,f10,f11,f12,f2,f3,f4,f5,f6,g7a,g2a,g2b,g4,g6,h1,h2,h3,h4,h5,h6,h7,h12,h11,h10a,h10,f1,f7,f8,f9,g1,g3,g5,g7,g8a,g8b,h8,h9a,h9b1,h9b2,h9b3,h9b4,h9b5,h9b6,h9b7,h9b8,h13,h11a
52,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,primario común,no,6,si,,,,,23000,,4000,,,,,,,si,,3,,4,9,3,,,,2,,3,,,,,,,,,,,1
52,2,3,jefe,50,hombre,casado/a,no asiste pero asistió,ens. técnica,no,2,si,64,0,asalariado privado,si,999999,,,,,,,3500,,si,,4,14,4,9,1,8,9,,1,1,,3700,7,9,17,,,,,,,1
52,3,3,cónyuge,44,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,999999,,,,,,,,,si,,3,13,4,9,6,,,,2,,,,,,,,,,,,,1
52,5,3,hijo/a de ambos,22,hombre,soltero/a,no asiste pero asistió,secundaria,no,3,si,40,0,asalariado privado,si,999999,,,,,,,,,si,,3,16,4,9,1,0,9,,2,,,,,,,,,,,,,1
52,6,3,hijo/a de ambos,20,hombre,soltero/a,no asiste pero asistió,primario común,si,6,no,,,,,,,,,,,,,,si,,3,14,4,9,2,,,0,2,,,,,,,,,,,,,1
52,7,3,hijo/a de ambos,19,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,15,4,9,7,,,,2,,,,,,,,,,,,,1
52,9,3,hijo/a de ambos,16,mujer,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,16,4,9,7,,,,2,,,,,,,,,,,,,1
52,10,3,hijo/a de ambos,15,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,4,9,3,,,,2,,,,,,,,,,,,,1
52,13,3,hijo/a de ambos,11,hombre,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
52,14,3,hijo/a de ambos,10,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
52,15,3,hijo/a de ambos,9,mujer,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
52,16,3,hijo/a de ambos,7,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
52,17,3,hijo/a de ambos,5,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
52,18,3,nieto/a,2,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
53,1,3,hijo/a de ambos,15,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,4,9,3,,,,2,,,,,,,,,,,,,1
53,2,3,jefe,50,hombre,casado/a,no asiste pero asistió,ens. técnica,no,2,si,64,0,asalariado privado,si,23000,,4000,,,,,3500,,si,,4,14,4,9,1,8,9,,1,1,3,,,,,,,,,,,1
53,5,3,hijo/a de ambos,22,hombre,soltero/a,no asiste pero asistió,secundaria,no,3,si,40,0,asalariado privado,si,999999,,,,,,,,,si,,3,16,4,9,1,0,9,,2,,,,,,,,,,,,,1
53,6,3,hijo/a de ambos,20,hombre,soltero/a,no asiste pero asistió,primario común,si,6,no,,,,,,,,,,,,,,si,,3,14,4,9,2,,,0,2,,,,,,,,,,,,,1
53,7,3,hijo/a de ambos,19,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,15,4,9,7,,,,2,,,,,,,,,,,,,1
53,9,3,hijo/a de ambos,16,mujer,soltero/a,no asiste pero asistió,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,16,4,9,7,,,,2,,,,,,,,,,,,,1
53,10,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,3,,4,9,3,,,,2,,,,,,,,,,,,,1
53,13,3,hijo/a de ambos,0,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
53,14,3,hijo/a de ambos,0,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
53,15,3,hijo/a de ambos,0,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
53,16,3,hijo/a de ambos,0,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
53,17,3,hijo/a de ambos,0,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
53,18,3,hijo/a de ambos,0,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,4,9,,,,,,,,,,,,,,,,,,1
53,19,3,cónyuge,44,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,13,4,9,6,,,,2,,,3700,7,17,,,,,,,,1
54,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,primario especial,no,3,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
54,2,3,jefe,48,mujer,casado/a,no asiste pero asistió,primario especial,si,6,si,42,0,asalariado privado,si,3100,,,,,,,,,si,,3,15,1,2,1,0,9,,2,,3,2300,1,11,10,13,,,,,,1
54,6,3,hijo/a sólo del jefe,20,hombre,soltero/a,no asiste pero asistió,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,17,1,2,7,,,,2,,,,,,,,,,,,,1
54,7,3,hijo/a sólo del jefe,17,mujer,soltero/a,no asiste pero asistió,primario especial,si,6,si,,,,,,,,,,,,,,si,,1,16,1,2,7,,,,2,,,,,,,,,,,,,1
54,8,3,hijo/a sólo del jefe,16,hombre,soltero/a,no asiste pero asistió,primario común,no,3,si,,,,,,,,,,,,,,si,,1,12,1,2,7,,,,2,,,,,,,,,,,,,1
54,9,3,hijo/a sólo del jefe,15,hombre,soltero/a,asiste actualmente,primario especial,no,3,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
54,10,3,hijo/a sólo del jefe,13,hombre,soltero/a,no asiste pero asistió,primario común,no,3,si,,,,,,,,,,,,,,si,,3,99,1,2,,,,,,,,,,,,,,,,,,1
54,11,3,hijo/a sólo del jefe,8,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
54,13,3,nieto/a,3,mujer,soltero/a,no asiste pero asistió,preescolar,no,,si,,,,,,,,,,,,,,si,,3,99,1,2,,,,,,,,,,,,,,,,,,1
55,1,3,hijo/a sólo del jefe,16,hombre,soltero/a,no asiste pero asistió,primario común,no,3,si,,,,,,,,,,,,,,si,,1,12,1,2,7,,,,2,,,,,,,,,,,,,1
55,2,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,primario especial,no,3,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
55,3,3,jefe,48,mujer,casado/a,no asiste pero asistió,primario especial,si,6,si,42,0,asalariado privado,si,3100,,,,,,,,,si,,3,15,1,2,1,0,9,,2,,3,2300,2,10,11,,,,,,,1
55,7,3,hijo/a sólo del jefe,20,hombre,soltero/a,no asiste pero asistió,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,17,1,2,7,,,,2,,,,,,,,,,,,,1
55,8,3,hijo/a sólo del jefe,17,mujer,soltero/a,no asiste pero asistió,primario especial,si,6,si,,,,,,,,,,,,,,si,,1,16,1,2,7,,,,2,,,,,,,,,,,,,1
55,9,3,hijo/a sólo del jefe,15,hombre,soltero/a,asiste actualmente,primario especial,no,3,si,,,,,,,,,,,,,,si,,1,,1,2,3,,,,2,,,,,,,,,,,,,1
55,10,3,hijo/a sólo del jefe,13,hombre,soltero/a,no asiste pero asistió,primario común,no,3,si,,,,,,,,,,,,,,si,,3,99,1,2,,,,,,,,,,,,,,,,,,1
55,11,3,hijo/a sólo del jefe,8,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
55,13,3,nieto/a,3,mujer,soltero/a,no asiste pero asistió,preescolar,no,,si,,,,,,,,,,,,,,si,,3,99,1,2,,,,,,,,,,,,,,,,,,1
59,1,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
59,2,3,jefe,38,hombre,unido/a,no asiste pero asistió,secundaria,no,4,no,,,,,15000,,,,,,,3000,,si,,3,17,1,2,2,,,0,2,,,,,,,,,,,,,1
59,3,3,cónyuge,38,mujer,unido/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,17,1,2,6,,,,2,,,2500,1,4,5,,,,,,,1
59,4,3,hijo/a de ambos,12,mujer,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
59,5,3,hijo/a de ambos,10,mujer,soltero/a,asiste actualmente,primario común,no,4,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
59,13,3,hijo/a de ambos,5,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
60,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
60,4,3,jefe,32,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,no,3,no,,,,,,,,,,,,,,si,,5,16,1,2,2,,,0,2,,3,2359,1,13,14,15,,,,,,1
60,13,3,hijo/a sólo del jefe,6,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
60,14,3,hijo/a sólo del jefe,4,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,1,,1,2,,,,,,,,,,,,,,,,,,1
60,15,3,hijo/a sólo del jefe,0,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,1,,,,,,,,,,,,,,,,,,1
62,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,99,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
62,3,3,jefe,38,mujer,casado/a,no asiste pero asistió,ens. técnica,si,99,si,24,0,asalariado público,si,9000,,,,,,,,,si,,3,99,2,1,1,0,5,,2,,3,2200,1,7,8,13,,,,,,1
62,4,3,hijo/a sólo del jefe,18,hombre,soltero/a,no asiste pero asistió,secundaria,no,99,si,35,0,asalariado privado,si,8000,,,,,,,,,si,,3,16,2,1,1,0,5,,2,,,,,,,,,,,,,1
62,5,3,hijo/a sólo del jefe,16,mujer,soltero/a,asiste actualmente,secundaria,no,99,si,20,0,asalariado privado,no,6000,,,,,,,,,si,,3,,2,1,1,0,9,,2,,,,,,,,,,,,,1
62,7,3,hijo/a sólo del jefe,9,hombre,soltero/a,asiste actualmente,primario común,no,99,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
62,8,3,hijo/a sólo del jefe,7,mujer,soltero/a,asiste actualmente,primario común,no,99,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
62,13,3,hijo/a sólo del jefe,5,hombre,soltero/a,asiste actualmente,primario común,no,0,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
63,1,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
63,2,3,jefe,50,hombre,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,70,0,patrón,si,25000,,,,,,,7000,,si,,3,13,2,1,1,21,7,,2,,1,,,,,,,,,,,1
63,3,3,cónyuge,42,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,13,2,1,6,,,,2,,,,1,,,,,,,,,1
63,13,3,hijo/a de ambos,7,mujer,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
63,14,3,hijo/a de ambos,2,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
67,1,3,hijo/a sólo del jefe,14,mujer,soltero/a,asiste actualmente,ens. técnica,no,1,si,,,,,,,,,,,,,,si,,4,,1,2,3,,,,2,,,,,,,,,,,,,1
67,3,3,jefe,32,mujer,sep./divorciado/a,no asiste pero asistió,primario común,no,4,si,,,,,,,,,,3600,,3000,,si,,4,12,1,2,6,,,,2,,,2800,1,4,5,13,14,,,,,1
67,4,3,hijo/a sólo del jefe,16,hombre,soltero/a,asiste actualmente,ens. técnica,no,1,si,,,,,,,,,,,,,,si,,4,,1,2,3,,,,2,,,,,,,,,,,,,1
67,5,3,hijo/a sólo del jefe,15,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,4,,4,9,3,,,,2,,,,,,,,,,,,,1
67,13,3,hijo/a sólo del jefe,0,mujer,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
67,14,3,hijo/a sólo del jefe,3,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,4,,1,2,,,,,,,,,,,,,,,,,,1
68,1,3,hijo/a sólo del jefe,14,mujer,soltero/a,no asiste pero asistió,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,14,1,2,3,,,,2,,,,,,,,,,,,,1
68,2,3,jefe,47,hombre,sep./divorciado/a,no asiste pero asistió,primario común,si,6,si,40,0,trab. cuenta propia sin local,no,7000,,,,,,,,,si,,3,13,1,2,1,0,9,,2,,1,1500,1,5,,,,,,,,1
68,3,3,hijo/a sólo del jefe,23,mujer,unido/a,no asiste pero asistió,secundaria,no,3,si,,,,,,,,,,,,,,si,,3,99,1,2,2,,,10,2,,2,,,,,,,,,,,1
68,4,3,hijo/a sólo del jefe,22,mujer,soltero/a,no asiste pero asistió,secundaria,no,3,si,54,0,asalariado público,si,7000,,,,,,,,,si,,3,99,2,1,1,0,9,,2,,1,,,,,,,,,,,1
68,5,3,hijo/a sólo del jefe,17,mujer,soltero/a,asiste actualmente,secundaria,no,5,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
70,1,3,hijo/a sólo del jefe,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,5,,1,2,3,,,,2,,,,,,,,,,,,,1
70,3,3,jefe,46,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,si,6,si,46,0,trab. cuenta propia con local,no,999999,,2600,,,,,9000,,si,,5,15,1,2,1,0,5,,2,,3,3780,1,4,5,,7,8,,,,1
70,4,3,hijo/a sólo del jefe,17,hombre,soltero/a,asiste actualmente,secundaria,no,4,si,,,,,,,,,,,,,,si,,5,,1,2,3,,,,2,,,,,,,,,,,,,1
70,5,3,hijo/a sólo del jefe,16,mujer,soltero/a,asiste actualmente,secundaria,no,3,si,,,,,,,,,,,,,,si,,5,,1,2,3,,,,2,,,,,,,,,,,,,1
70,6,3,hijo/a sólo del jefe,12,mujer,soltero/a,asiste actualmente,primario común,no,6,si,,,,,,,,,,,,,,si,,5,,1,2,,,,,,,,,,,,,,,,,,1
70,7,3,hijo/a sólo del jefe,8,hombre,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,5,,1,2,,,,,,,,,,,,,,,,,,1
70,13,3,hijo/a sólo del jefe,7,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,5,,1,2,,,,,,,,,,,,,,,,,,1
70,14,3,madre/padre,67,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,5,99,1,2,7,,,,2,,,,,,,,,,,,,1
73,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,2,,2,1,3,,,,2,,,,,,,,,,,,,1
73,2,3,jefe,42,hombre,casado/a,asiste actualmente,universitario,no,2,si,40,0,asalariado privado,si,999999,,,,,,,,,si,,2,,2,1,1,0,7,,2,,,,,,,,,,,,,1
73,3,3,cónyuge,39,mujer,casado/a,no asiste pero asistió,universitario,si,0,si,52,0,trab. cuenta propia con local,si,2000,,,,,,,,,si,,2,35,2,1,1,0,2,,2,,,,,,,,,,,,,1
73,4,3,hijo/a de ambos,12,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,2,,2,1,,,,,,,,,,,,,,,,,,1
75,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
75,2,3,jefe,41,mujer,sep./divorciado/a,no asiste pero asistió,universitario,no,2,si,40,0,asalariado privado,no,7000,,,,,3000,,,,si,,3,99,1,2,1,0,4,,2,,,1600,1,3,,,,,,,,1
75,3,3,hijo/a sólo del jefe,12,mujer,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,1,2,,,,,,,,,,,,,,,,,,1
76,1,3,hijo/a de ambos,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
76,2,3,jefe,35,hombre,unido/a,no asiste pero asistió,secundaria,no,0,si,40,0,asalariado privado,si,10000,,,,,,,,,si,1200,3,13,2,1,1,0,5,,2,,,500,1,13,14,,,,,,999999,1
76,3,3,cónyuge,34,mujer,unido/a,no asiste pero asistió,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,18,2,1,2,,,4,2,,,,,,,,,,,,,1
76,4,3,suegro/a,65,mujer,viudo/a,no asiste pero asistió,primario común,si,6,si,,,,,,,999999,,,,,,,si,,3,12,1,2,4,,,,2,,,,,,,,,,,,,1
76,13,3,hijo/a de ambos,6,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
76,14,3,hijo/a de ambos,4,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
77,1,3,hijo/a de ambos,14,mujer,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
77,2,3,jefe,42,hombre,unido/a,no asiste pero asistió,superior,si,0,si,40,0,asalariado privado,si,18000,,,,,,,999999,,si,,3,18,2,1,1,15,3,,1,12,,,,,,,,,,,999999,1
77,3,3,cónyuge,40,mujer,unido/a,no asiste pero asistió,preescolar,,,si,40,0,asalariado privado,si,8000,,,,,,,,,si,,3,18,2,1,1,0,9,,2,,,,,,,,,,,,,1
77,4,3,hijo/a sólo del cónyuge,18,hombre,soltero/a,asiste actualmente,universitario,no,0,si,20,0,trab. cuenta propia con local,si,5000,,,,,,,,,si,,3,,1,2,1,0,9,,2,,,,,,,,,,,,,1
78,1,3,hijo/a sólo del jefe,15,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
78,2,3,jefe,42,mujer,sep./divorciado/a,no asiste pero asistió,superior,si,99,si,36,0,asalariado privado,si,20000,0,,,,,,9000,,si,,3,34,2,2,1,0,3,,1,2,1,,,,,,,,,,5000,1
78,5,3,madre/padre,63,mujer,viudo/a,no asiste pero asistió,superior,si,99,si,,,,,,,13000,5000,,,,,,si,,3,50,2,2,4,,,,,,1,,,,,,,,,,,1
79,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,6,2,,,,,,,,,,,,,,,,,,1
79,2,3,jefe,49,mujer,soltero/a,no asiste pero asistió,secundaria,si,6,si,40,0,trab. cuenta propia sin local,si,10000,,,,,,,6000,,si,,3,25,6,2,1,0,,,2,,1,,,,,,,,,,0,1
79,3,3,madre/padre,87,mujer,viudo/a,no asiste pero asistió,primario común,no,5,si,,,,,,,999999,,,,,,,si,,3,11,6,2,4,,,,2,,,,,,,,,,,,,1
79,4,3,hermano/a,50,hombre,soltero/a,no asiste pero asistió,ens. técnica,no,2,si,,,,,,,,,,,,,,si,,3,15,1,2,6,,,,,,,,,,,,,,,,,1
81,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,1,,2,1,3,,,,2,,,,,,,,,,,,,1
81,2,3,cónyuge,42,hombre,unido/a,asiste actualmente,secundaria,no,5,si,48,0,asalariado privado,si,30000,,,,,,,,,si,,3,,2,1,1,0,3,,1,6,1,,,,,,,,,,,1
81,3,3,jefe,45,mujer,unido/a,asiste actualmente,superior,no,4,si,55,0,asalariado público,si,25000,,,,,,,8000,,si,,1,,2,1,1,0,2,,1,12,1,,,,,,,,,,999999,1
83,1,3,hijo/a sólo del cónyuge,14,mujer,soltero/a,asiste actualmente,secundaria,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
83,2,3,cónyuge,36,mujer,unido/a,no asiste pero asistió,primario común,si,6,si,40,0,asalariado privado,si,6000,,,,,,,,,si,,3,13,2,1,1,0,5,,2,,3,300,1,,,,,,,,,1
83,3,3,hijo/a sólo del cónyuge,19,hombre,soltero/a,asiste actualmente,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
83,4,3,hijo/a sólo del cónyuge,16,hombre,soltero/a,asiste actualmente,secundaria,no,4,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
83,5,3,hijo/a de ambos,8,hombre,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
83,6,3,jefe,36,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,40,12,asalariado público,si,10000,,,,,,,,,si,,3,16,2,1,1,12,5,,2,,,,,,,,,,,,,1
84,1,3,hijo/a sólo del jefe,13,hombre,soltero/a,asiste actualmente,primario común,no,2,si,,,,,,,,,,,,,,si,,2,,6,2,,,,,,,,,,,,,,,,,,1
84,2,3,jefe,35,mujer,sep./divorciado/a,no asiste pero asistió,secundaria,si,6,si,30,21,asalariado público,si,16000,,,,,5000,,,0,si,2600,2,23,6,2,1,0,3,,1,1,,,,,,,,,,,999999,2
84,3,3,hijo/a sólo del jefe,12,hombre,soltero/a,asiste actualmente,primario común,no,1,si,,,,,,,,,,,,,,si,,2,,6,2,,,,,,,,,,,,,,,,,,1
84,13,3,hijo/a sólo del jefe,5,hombre,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,2,,6,2,,,,,,,,,,,,,,,,,,1
84,14,3,hijo/a sólo del jefe,4,mujer,soltero/a,asiste actualmente,preescolar,no,,si,,,,,,,,,,,,,,si,,2,,6,2,,,,,,,,,,,,,,,,,,1
86,1,3,hijo/a sólo del jefe,14,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,2,1,3,,,,2,,,,,,,,,,,,,1
86,2,3,jefe,45,hombre,casado/a,no asiste pero asistió,superior,si,4,si,40,0,asalariado público,si,18000,,,,,,,,,si,,1,99,2,1,1,0,2,,1,12,1,200,1,3,13,,,,,,5000,1
86,3,3,hijo/a sólo del jefe,11,hombre,soltero/a,asiste actualmente,primario común,no,5,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
86,13,3,hijo/a de ambos,1,hombre,soltero/a,nunca asistió,,,,si,,,,,,,,,,,,,,si,,3,,2,1,,,,,,,,,,,,,,,,,,1
86,14,3,cónyuge,35,mujer,casado/a,no asiste pero asistió,superior,si,4,si,40,0,asalariado público,si,18000,,,,,,,,,si,,3,99,2,1,1,0,2,,1,12,1,,,,,,,,,,5000,1
88,1,3,hijo/a de ambos,15,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,13,1,2,7,,,,2,,,,,,,,,,,,,1
88,2,3,jefe,54,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,5,0,trab. cuenta propia sin local,no,3400,,,,,,,999999,,si,,3,11,1,2,1,0,9,,2,,3,1200,1,4,,,,,,,,1
88,3,3,cónyuge,51,mujer,unido/a,no asiste pero asistió,primario común,si,6,no,,,,,,,,,,,,,,si,,3,14,1,2,2,,,0,2,,,,,,,,,,,,,1
88,4,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
89,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,0,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
89,2,3,jefe,54,hombre,unido/a,no asiste pero asistió,primario común,si,6,si,5,0,trab. cuenta propia sin local,no,3400,,,,,,,,,si,,3,11,1,2,1,0,9,,2,,3,1200,1,4,,,,,,,,1
89,3,3,cónyuge,51,mujer,unido/a,no asiste pero asistió,primario común,si,6,no,,,,,,,,,,,,,,si,,3,14,1,2,2,,,0,2,,,,,,,,,,,,,1
89,4,3,hijo/a de ambos,15,mujer,soltero/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,3,13,1,2,7,,,,2,,,,,,,,,,,,,1
91,1,3,hijo/a de ambos,13,mujer,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,6,2,,,,,,,,,,,,,,,,,,1
91,2,3,jefe,48,hombre,casado/a,no asiste pero asistió,secundaria,no,3,si,40,0,trab. cuenta propia con local,no,8000,,,,,,,3000,,si,,3,15,6,2,1,0,9,,1,1,,,,,,,,,,,,1
91,3,3,cónyuge,51,mujer,casado/a,no asiste pero asistió,secundaria,no,4,si,40,0,asalariado privado,si,8000,,,,,,,,0,si,,3,16,6,2,1,0,9,,1,,1,150,1,,,,,,,,0,2
91,4,3,hijo/a de ambos,22,mujer,soltero/a,asiste actualmente,magisterio/ipa,no,4,si,,,,,,,,,,,,,,si,,3,,6,2,3,,,,2,,,,,,,,,,,,,1
94,1,3,hijo/a de ambos,14,hombre,soltero/a,asiste actualmente,secundaria,no,1,si,,,,,,,,,,,,,,si,,3,,1,2,3,,,,2,,,,,,,,,,,,,1
94,2,3,cónyuge,30,mujer,casado/a,no asiste pero asistió,primario común,si,6,si,,,,,,,,,,,,,,si,,4,11,1,2,6,,,,2,,,,,,,,,,,,,1
